numComponent,Frame,minError,mnaxError,maxAccumError,minAccumError,sumAccumError
180,200,7.603689906884975e-07,0.005937108310259032,0.2615138804017624,0.02914974399233521,1522.8979977137024
190,200,5.221061004621827e-07,0.0071169876651875205,0.3239352739289453,0.029314917948400795,1767.771413811361
200,200,5.221061004621827e-07,0.0071169876651875205,0.319996967286883,0.03143614597781433,1751.0858931463358
